Hospital,Contact,Phone No,Normal Bed,Oxygen Bed,Found Useful(1hr),Notes,Comments,Up Votes,Updated On
Life Care Hospital,NA,N/A,5 ,3,N/A, 0,N/A, | V | Vaibhav GuptaApril 26- 2021 | Do you have ICU beds available  | R | ReshuApril 26- 2021 | Do you have ICU bed available with ventilator, -,TB,07-05 03:50:41
Shreyansh Multi Speciality,NA,N/A,10 ,24,N/A, 0,N/A,, -,TB,07-05 03:50:45
Jai Ambe multispeciality hospital raipur,NA,N/A,0 ,15,N/A, 0,N/A,, -,TB,07-05 03:50:48
care & cure hospital,NA,N/A,6 ,17,N/A, 0,N/A,, -,TB,07-05 03:50:52
Kalda Burn and Plastic Care Raipur,NA,N/A,10 ,30,N/A, 0,N/A,, -,TB,07-05 03:50:55
MMI Hospital,NA,N/A,30 ,75,N/A, 0,N/A, | A | Anand guptaApril 27- 2021 | My father is + on 5/04/2021- he is hospitalised for 6 day and git remdesivir injection 6 does. After 4 days blood is coming from mouth - but no doctor and hospital giving any treatment- please help | D | Dinesh meraviApril 27- 2021, -,TB,07-05 03:50:58
shreyansh hospital arang,NA,N/A,0 ,0,N/A, 0,N/A,, -,TB,07-05 03:51:02
SHREE DANI CARE HOSPITAL DUNDA SEJBAHAR,NA,N/A,0 ,25,N/A, 0,N/A,, -,TB,07-05 03:51:05
Mana Hospital Raipur,NA,N/A,106 ,20,N/A, 0,N/A,, -,TB,07-05 03:51:09
Jai banjari mata (J.B.M) hospital raipur,NA,N/A,7 ,8,N/A, 0,N/A,, -,TB,07-05 03:51:12
SHRI ANANT SAI HOSPITAL,NA,N/A,22 ,20,N/A, 0,N/A,, -,TB,07-05 03:51:16
LifeWorth Hospital Raipur,NA,N/A,28 ,8,N/A, 0,N/A,, -,TB,07-05 03:51:19
Gautam Multispeciality Hospital,NA,N/A,11 ,21,N/A, 0,N/A,, -,TB,07-05 03:51:22
Indoor Stadium,NA,N/A,35 ,299,N/A, 0,N/A,, -,TB,07-05 03:51:26
Urmila Hospital Raipur,NA,N/A,21 ,10,N/A, 0,N/A,, -,TB,07-05 03:51:29
shubhkamna hospital,NA,N/A,0 ,15,N/A, 0,N/A,, -,TB,07-05 03:51:32
Ekta Children Hospital Raipur,NA,N/A,26 ,7,N/A, 0,N/A,, -,TB,07-05 03:51:36
Sagar Multi Speciality Hospital,NA,N/A,5 ,10,N/A, 0,N/A,, -,TB,07-05 03:51:39
city 24 hospital badipara,NA,N/A,3 ,17,N/A, 0,N/A,, -,TB,07-05 03:51:43
Mamta nurshing home,NA,N/A,15 ,12,N/A, 0,N/A,, -,TB,07-05 03:51:46
Ramkatha hospital santoshi nagar,NA,N/A,0 ,16,N/A, 0,N/A,, -,TB,07-05 03:51:50
nirogyam hospital sejbahar,NA,N/A,7 ,5,N/A, 0,N/A,, -,TB,07-05 03:51:53
vatsalya children hospital raipur,NA,N/A,2 ,3,N/A, 0,N/A,, -,TB,07-05 03:51:57
ayush multispeciality hospital raipur,NA,N/A,5 ,0,N/A, 0,N/A,, -,TB,07-05 03:52:00
Aayurvedic College Raipur,NA,N/A,150 ,218,N/A, 0,N/A, | P | PranayApril 28- 2021 | Any oxygen bed available?, -,TB,07-05 03:52:04
VY Hospital,NA,N/A,40 ,150,N/A, 0,N/A, | A | amitApril 26- 2021 | any bed, -,TB,07-05 03:52:07
Town Hall Tilda,NA,N/A,50 ,0,N/A, 0,N/A,, -,TB,07-05 03:52:10
science college Atari hirapur raipur,NA,N/A,347 ,150,N/A, 0,N/A,, -,TB,07-05 03:52:14
shri kalyan hospital,NA,N/A,10 ,15,N/A, 0,N/A,, -,TB,07-05 03:52:18
Petals Newborn And Children Hospital Bhimsen bhawan marg- Samta Colony Raipur,NA,N/A,10 ,10,N/A, 0,N/A,, -,TB,07-05 03:52:22
Ram Krishna Care Hospital,NA,N/A,4 ,35,N/A, 0,N/A,, -,TB,07-05 03:52:25
Fundhar Hostel Raipur,NA,N/A,165 ,45,N/A, 0,N/A,, -,TB,07-05 03:52:29
Mital instutte of medical science Raipur,NA,N/A,10 ,25,N/A, 0,N/A,, -,TB,07-05 03:52:34
Evangelical Mission Hospital Tilda,NA,N/A,15 ,20,N/A, 0,N/A,, -,TB,07-05 03:52:38
We Care Hospital Raipur,NA,N/A,5 ,38,N/A, 0,N/A,, -,TB,07-05 03:52:41
Vaidehi Hospital- Raipur,NA,N/A,0 ,16,N/A, 0,N/A,, -,TB,07-05 03:52:45
Bihaan. Hospital- Vidhan Sabha Road- Raipur- Chhattisgarh,NA,N/A,5 ,22,N/A, 0,N/A,, -,TB,07-05 03:52:49
shri balaji hospital tikrapara raipur chhattisgarh,NA,N/A,10 ,15,N/A, 0,N/A,, -,TB,07-05 03:52:52
Heritage Hospital- Raipur,NA,N/A,16 ,38,N/A, 0,N/A,, -,TB,07-05 03:52:56
Kamla Women's Hospital,NA,N/A,5 ,5,N/A, 0,N/A,, -,TB,07-05 03:53:00
N.K D Hospital,NA,N/A,0 ,7,N/A, 0,N/A,, -,TB,07-05 03:53:03
ESIC Private Hospital,NA,N/A,0 ,98,N/A, 0,N/A, | M | Manoj kothari April 27- 2021 | Wonderful app, -,TB,07-05 03:53:07
Aarogya Hospital,NA,N/A,0 ,15,N/A, 0,N/A,, -,TB,07-05 03:53:12
Jagannath Multispeciality,NA,N/A,5 ,15,N/A, 0,N/A,, -,TB,07-05 03:53:15
Swapnil Nursing home,NA,N/A,4 ,4,N/A, 0,N/A,, -,TB,07-05 03:53:19
laxmi care hospital Chandkhuri Raipur,NA,N/A,7 ,5,N/A, 0,N/A,, -,TB,07-05 03:53:24
Ram Kiran Hospital,NA,N/A,0 ,20,N/A, 0,N/A,, -,TB,07-05 03:53:28
Suyash Hospital,NA,N/A,0 ,80,N/A, 0,N/A,, -,TB,07-05 03:53:32
Seva Bharti,NA,N/A,0 ,20,N/A, 0,N/A,, -,TB,07-05 03:53:36
Sai Kripa Hospital Siltara Raipur,NA,N/A,10 ,13,N/A, 0,N/A,, -,TB,07-05 03:53:40
Jaulkar ent hospital raipur,NA,N/A,5 ,5,N/A, 0,N/A,, -,TB,07-05 03:53:44
Upadhyay Hospital,NA,N/A,6 ,29,N/A, 0,N/A,, -,TB,07-05 03:53:48
Horizon hospital Raipur,NA,N/A,10 ,17,N/A, 0,N/A,, -,TB,07-05 03:53:52
Shri Balaji Hospital Raipur,NA,N/A,22 ,100,N/A, 0,N/A,, -,TB,07-05 03:53:55
Gaytri hospital,NA,N/A,4 ,40,N/A, 0,N/A,, -,TB,07-05 03:53:59
CHC Tilda,NA,N/A,0 ,18,N/A, 0,N/A,, -,TB,07-05 03:54:03
Covid Hospital Lalpur Raipur,NA,N/A,0 ,60,N/A, 0,N/A,, -,TB,07-05 03:54:07
Shree Sai Care Hospital,NA,N/A,4 ,6,N/A, 0,N/A,, -,TB,07-05 03:54:11
